# Object: Mars
# Columns: time(s), |V(t)|(m/s), |A(t)|(m/s^2), O(t)
time,V,A,O
4.65749,0.82738,14.22557,-0.14682
4.67294,1.04315,24.81706,-0.26596
4.69015,1.36001,26.54812,0.02118
4.70501,0.75103,38.10217,0.17992
4.72210,1.72728,63.81102,0.64592
4.73744,1.00366,51.67575,0.01273
4.75186,0.91537,16.52744,-0.03767
4.76884,0.85660,9.81465,0.02629
4.78685,0.80870,12.95455,-0.08469
4.80313,0.71236,14.05982,-0.11617
4.81843,1.57259,66.69469,-0.57303
4.83488,0.71310,65.31451,0.72734
4.84929,0.67105,31.77875,-0.15414
4.86403,1.23396,44.88524,-0.49964
4.87916,0.68051,40.32295,0.20457
4.89420,0.34321,39.95705,0.26640
4.90982,0.95877,59.91127,0.36380
4.92694,0.95021,18.12570,-0.16315
4.94211,0.67432,21.71338,0.00466
4.95672,0.86895,12.22507,0.05721
4.97352,0.74063,20.09899,0.19158
4.98876,0.23043,34.27418,-0.36613
5.00433,0.77185,37.16214,-0.25619
5.02018,0.47009,15.51144,0.11148
5.04561,0.34830,13.84645,0.14580
5.06240,0.37308,16.62997,-0.14938
5.07778,0.28412,8.11486,-0.03108
5.09381,0.37207,8.05165,0.09009
5.10964,0.62459,16.97495,0.18610
5.12710,0.33637,39.94616,0.42866
5.14564,0.26181,15.19956,-0.05151
5.16216,0.81406,51.24578,-0.52936
5.17732,0.63707,82.54462,0.51355
5.19267,0.40122,43.78656,0.39104
5.20873,0.45409,6.07489,-0.06599
5.22304,1.01008,57.32114,-0.04564
5.23846,0.78541,84.91914,0.89853
5.25417,0.46116,26.29391,0.05479
5.26995,1.22074,57.71920,0.10348
5.28673,1.54089,37.50391,-0.41850
5.30103,0.57746,66.10223,0.33562
5.31595,0.47260,61.80246,0.41928
5.33126,2.37842,163.95000,1.79242
5.34843,0.95779,92.41266,1.00312
5.36568,1.40692,28.43405,0.28967
5.38249,0.56022,54.09729,0.60022
5.39968,0.37308,54.97673,-0.25869
5.41549,3.43467,246.68430,-1.30522
5.43062,0.33715,238.21550,-0.97148
5.44589,0.92085,58.42567,0.63784
5.46082,2.47741,111.04520,1.24410
5.47626,1.60767,70.73518,0.48333
5.49135,1.25326,23.38233,0.20219
5.50842,0.85044,42.22300,-0.42534
5.52180,0.84804,1.72972,-0.00744
5.54691,0.52879,16.70128,-0.17648
5.56622,1.62659,66.20550,-0.74153
5.58308,1.43693,21.57064,-0.18161
5.60050,1.31261,9.20933,-0.08735
5.61698,0.25388,63.84734,-0.64085
5.63437,0.28446,5.00521,0.04033
5.65033,0.79047,33.61295,0.26086
5.66566,0.56848,20.86965,-0.11672
5.68182,1.22125,45.41245,-0.42227
5.69802,0.96341,13.64911,-0.12294
5.72214,1.19023,14.85140,-0.09305
5.74959,0.76018,23.41096,0.11167
5.77178,2.17509,109.78270,0.76351
5.78736,0.40156,144.33760,1.12958
5.80332,1.02971,70.18928,0.47529
5.82024,1.65910,41.97595,0.26559
5.83648,0.49740,117.59480,-1.31894
5.85149,1.11362,86.78720,-0.63257
5.86733,0.45416,43.05269,0.15227
5.88414,0.97103,40.64187,0.43148
5.89917,0.88678,14.00609,-0.02306
5.91459,0.45013,40.35860,0.01097
5.92851,0.78851,32.03215,0.34396
5.94346,0.45859,30.75633,-0.06986
5.95960,0.70937,15.58549,-0.15360
5.97606,0.43935,34.71534,0.24856
5.99038,0.40372,2.68231,0.01964
6.00628,1.17593,77.46898,-0.10426
6.02204,0.64072,42.42831,-0.47524
6.04665,0.44021,11.90303,-0.12972
6.06473,0.59079,10.58611,0.10412
6.07926,0.56453,8.16869,-0.02719
6.09387,0.62595,10.03850,-0.06021
6.10850,0.63011,9.04676,0.10106
6.12346,0.44751,16.88324,0.03660
6.13964,1.01177,38.35561,-0.42162
6.15464,0.45627,40.50958,0.09834
6.17004,0.34300,8.30317,0.05854
6.18799,0.43293,11.73108,0.13064
6.20523,0.69916,22.57107,-0.15989
6.21959,0.80889,8.31849,-0.00226
6.23369,0.37955,27.40987,0.29729
6.24948,0.85777,29.23838,0.17829
6.26585,1.00069,34.78743,-0.38927
6.27996,0.70291,20.35652,-0.01570
6.29565,0.56648,10.73486,0.09401
6.31034,0.80498,15.96921,0.02892
6.32681,0.66177,9.00679,-0.03939
6.34380,0.46570,13.63073,-0.09279
6.35904,0.68442,14.39289,0.14459
6.37429,0.41930,14.55132,0.04176
6.39394,0.17614,18.23262,0.15844
6.41011,0.90217,51.55772,-0.38483
6.42520,0.26048,44.53410,0.16300
6.43997,0.35538,10.23135,0.08806
6.45571,0.19311,11.18769,-0.11476
6.47177,0.35358,9.68595,-0.07174
6.48850,0.26575,12.81853,0.11338
6.50295,0.18529,18.83504,-0.20981
6.51854,0.28591,10.52022,0.10050
6.53330,0.15425,15.44723,-0.07747
6.55829,0.64337,33.80436,-0.37546
6.57475,0.34595,17.26012,-0.11399
6.59456,0.13573,14.20834,-0.01245
6.61019,0.22100,8.25047,0.09257
6.62673,0.10014,11.07727,-0.09934
6.64240,0.12890,5.40262,0.05394
6.65669,0.26620,17.08658,-0.08908
6.67178,0.27467,18.46954,-0.20267
6.68870,0.39193,14.17293,0.10022
6.70418,0.35531,7.90610,0.03741
6.71978,0.54750,13.32786,-0.13519
6.73559,0.68338,16.50603,-0.17085
6.75215,0.31162,26.01868,0.25413
6.76756,0.77594,42.31051,0.28407
6.78309,0.46648,17.85544,0.07654
6.80100,0.47402,2.14691,-0.02405
