# Object: Earth
# Columns: time(s), |A(t)|(m/s^2), frequency(Hz), A1, A2, A3
time,acceleration,frequency,A1,A2,A3
3.63267,1.25468,118.85200,0.08248,0.08248,0.08248
3.65542,1.21545,118.21150,0.07968,0.07968,0.07968
3.67775,0.65178,109.00860,0.03941,0.03941,0.03941
3.70087,0.63568,108.74580,0.03826,0.03826,0.03826
3.72274,0.82558,111.84610,0.05183,0.05183,0.05183
3.74538,0.81761,111.71610,0.05126,0.05126,0.05126
3.78216,0.26777,102.73910,0.01198,0.01198,0.01198
3.80872,0.59261,108.04270,0.03519,0.03519,0.03519
3.83260,1.22234,118.32380,0.08017,0.08017,0.08017
3.85572,0.82293,111.80290,0.05164,0.05164,0.05164
3.87816,1.41309,121.43810,0.09379,0.09379,0.09379
3.90056,1.41623,121.48950,0.09402,0.09402,0.09402
3.92323,1.25858,118.91560,0.08276,0.08276,0.08276
3.94798,0.89350,112.95500,0.05668,0.05668,0.05668
3.97151,0.62203,108.52290,0.03729,0.03729,0.03729
3.99645,0.40362,104.95710,0.02169,0.02169,0.02169
4.02126,0.75145,110.63590,0.04653,0.04653,0.04653
4.04649,0.40150,104.92250,0.02154,0.02154,0.02154
4.07098,1.17681,117.58060,0.07692,0.07692,0.07692
4.09412,0.93391,113.61480,0.05956,0.05956,0.05956
4.12675,0.18337,101.36120,0.00596,0.00596,0.00596
4.16845,0.46372,105.93820,0.02598,0.02598,0.02598
4.20155,0.37501,104.49000,0.01964,0.01964,0.01964
4.23597,0.76300,110.82450,0.04736,0.04736,0.04736
4.27011,0.53113,107.03890,0.03080,0.03080,0.03080
4.32830,0.55962,107.50400,0.03283,0.03283,0.03283
4.35697,1.84730,128.52730,0.12481,0.12481,0.12481
4.38084,1.42268,121.59480,0.09448,0.09448,0.09448
4.40452,1.09485,116.24250,0.07106,0.07106,0.07106
4.42879,0.58960,107.99340,0.03497,0.03497,0.03497
4.45331,0.49408,106.43390,0.02815,0.02815,0.02815
4.47578,1.02493,115.10090,0.06607,0.06607,0.06607
4.49867,0.90015,113.06370,0.05715,0.05715,0.05715
4.52320,0.28163,102.96530,0.01297,0.01297,0.01297
4.54596,1.08425,116.06930,0.07030,0.07030,0.07030
4.57062,1.38754,121.02110,0.09197,0.09197,0.09197
4.59286,0.87889,112.71660,0.05564,0.05564,0.05564
4.61694,0.41717,105.17830,0.02266,0.02266,0.02266
4.64205,0.89041,112.90470,0.05646,0.05646,0.05646
4.67089,0.33534,103.84220,0.01681,0.01681,0.01681
4.69512,0.67055,109.31520,0.04075,0.04075,0.04075
4.71793,0.96446,114.11370,0.06175,0.06175,0.06175
4.74034,0.28893,103.08450,0.01349,0.01349,0.01349
4.76523,1.00728,114.81270,0.06481,0.06481,0.06481
4.78720,0.54043,107.19060,0.03146,0.03146,0.03146
4.82361,0.36516,104.32920,0.01894,0.01894,0.01894
4.85220,0.30364,103.32470,0.01455,0.01455,0.01455
4.87528,0.63113,108.67150,0.03794,0.03794,0.03794
4.89839,1.51693,123.13360,0.10121,0.10121,0.10121
4.92050,1.85524,128.65690,0.12537,0.12537,0.12537
4.94446,1.52679,123.29450,0.10191,0.10191,0.10191
4.96661,0.46353,105.93520,0.02597,0.02597,0.02597
4.98913,0.45980,105.87430,0.02570,0.02570,0.02570
5.01124,0.53079,107.03340,0.03077,0.03077,0.03077
5.03474,1.03848,115.32210,0.06703,0.06703,0.06703
5.06048,1.72015,126.45150,0.11573,0.11573,0.11573
5.08605,1.15031,117.14790,0.07502,0.07502,0.07502
5.10862,1.22964,118.44310,0.08069,0.08069,0.08069
5.13426,11.22762,180.00000,0.35000,0.35000,0.35000
5.15819,8.09879,180.00000,0.35000,0.35000,0.35000
5.18913,8.55947,180.00000,0.35000,0.35000,0.35000
